target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
ENSMUST00000014438.5	0	0	0.81234333703359	0.0207665479215853	8.67234441410503	0.0720059830454949	0.000251965491945534	6.76878078935319e-05	7.14716424890919e-05	7.14716424890919e-05
ENSMUST00000238271.2	0	0	0.71134659634717	0.0175354118639648	10.0354290501053	0.128826080082615	7.64495721466653e-05	-5.35968952369027e-05	0.000154168429782493	0.000154168429782493
ENSMUST00000022638.6	0	0	-0.862292239878019	0.019214724755463	9.22082254421885	1.66686788148238	0.000209557442062389	2.7503740903691e-06	6.73467935087624e-05	6.73467935087624e-05
ENSMUST00000099691.11	0	0	-1.46509806051386	0.0315143055389547	8.02620926670783	0.214197651881271	0.000601238800393857	-0.000109253635702947	0.000143624789808088	0.000143624789808088
ENSMUST00000212990.2	0	0	-7.9712690596534	0.177933861381003	5.63228285934754	6.13132062498808	0.0123672243729091	-0.00268897379642829	0.0113781198965564	0.0113781198965564
ENSMUST00000034881.8	0	0	0.835567977438478	0.0169005898571142	9.53955599798423	0.0933429349700712	0.00013106306414589	2.51324371933763e-05	8.31593889929035e-05	8.31593889929035e-05
ENSMUST00000075077.3	0	0	0.750434029066089	0.0180162917837119	9.29433884186869	0.135694665236241	0.000173803840005303	4.67176238769741e-05	6.963623722158e-05	6.963623722158e-05
ENSMUST00000170135.2	0	0	-0.8279223502457	0.0174423688163489	10.1392141754869	0.281905577360271	4.68497058882063e-05	4.22935962082189e-06	0.000181327466555948	0.000181327466555948
ENSMUST00000221656.2	0	0	1.51706123850064	0.01852089849582	10.0986021417495	1.2618195069901	8.72761421502559e-05	-2.07354414597563e-05	0.000169991618669095	0.000169991618669095
ENSMUST00000052145.6	0	0	1.07258329782193	0.0281974020077504	8.15933146398023	0.122520939576943	0.000477293101375854	-0.000169112438292108	0.000119027008614158	0.000119027008614158
ENSMUST00000032508.11	0	0	-7.16099448062776	0.166728453713511	5.91936681228172	6.76567186549787	0.0140793241504201	-0.0110939414996571	0.00676945880785379	0.00676945880785379
ENSMUST00000168900.3	0	0	7.46131334212365	0.11145308510367	5.86920059587061	6.51191643338338	0.00191469492878401	0.00173303669510884	0.00740164770556044	0.00740164770556044
ENSMUST00000031004.11	0	0	6.11793734987855	0.158351783033331	5.62103479790405	6.41752288943366	0.00718193195390649	0.00128233705219808	0.0116245334384698	0.0116245334384698
ENSMUST00000215692.2	0	0	1.08175784866204	0.0276137111720377	8.19623976451369	0.310306823485109	0.000458512855084286	5.52187350114694e-05	0.000113374928435253	0.000113374928435253
ENSMUST00000212494.2	0	0	0.747353692874378	0.0159845259181083	9.55925551133402	0.358494439825414	0.000106925136242177	-2.79201802492859e-05	8.47036653778307e-05	8.47036653778307e-05
