target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
ENSMUST00000082402.1	0	0	-0.944881726056117	0.0232737127939136	8.84285467032635	0.195181469005017	0.000340066115315192	4.50929901282219e-06	6.61831650949926e-05	6.61831650949926e-05
ENSMUST00000082407.1	0	0	-1.02476808444903	0.0207924187899711	9.0117053180463	0.339642714896595	0.000259664573850373	-0.000111340220898359	6.45789355027837e-05	6.45789355027837e-05
ENSMUST00000212990.2	0	0	-7.64085373795487	0.177933861381003	5.63228285934754	6.13132062498808	0.0123672243729091	-0.00268897379642829	0.0113781198965564	0.0113781198965564
ENSMUST00000021479.6	0	0	-2.49738243097072	0.0585860678624731	7.97142791720347	0.568782667557951	0.00130598068666497	0.00126826482402475	0.000155967176654307	0.00126826482402475
ENSMUST00000210153.2	0	0	-3.51765267909465	0.0702563938257345	7.10298672802928	1.43546690203157	0.00296971926360732	-0.00169676894072086	0.00073225139144021	0.00073225139144021
ENSMUST00000170135.2	0	0	-1.10640768919432	0.0174423688163489	10.1392141754869	0.281905577360271	4.68497058882063e-05	4.22935962082189e-06	0.000181327466555948	0.000181327466555948
ENSMUST00000221656.2	0	0	-1.96078713663702	0.01852089849582	10.0986021417495	1.2618195069901	8.72761421502559e-05	-2.07354414597563e-05	0.000169991618669095	0.000169991618669095
ENSMUST00000032508.11	0	0	-7.58665411606109	0.166728453713511	5.91936681228172	6.76567186549787	0.0140793241504201	-0.0110939414996571	0.00676945880785379	0.00676945880785379
ENSMUST00000002599.11	0	0	-6.82608680740361	0.16603696641365	5.43264276935417	5.69149775190788	0.00394018420639565	-0.00229298238373509	0.0167360214554899	0.0167360214554899
ENSMUST00000201384.2	0	0	4.35680541517692	0.104615707439701	7.35559886590492	2.88710898695549	0.00775481483514723	-0.00605687285458593	0.000453519847184601	0.000453519847184601
ENSMUST00000031004.11	0	0	7.23671680459698	0.158351783033331	5.62103479790405	6.41752288943366	0.00718193195390649	0.00128233705219808	0.0116245334384698	0.0116245334384698
