external_gene_name	target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	description
Cox5a	ENSMUST00000000090.8	6.93234814752128e-11	2.10845398172436e-09	-1.19782013816167	0.183655209569706	6.55023658714174	0.50122662289452	0.00410603244636444	0.0970816755599136	0.0952724140497283	0.0970816755599136	cytochrome c oxidase subunit 5A [Source:MGI Symbol;Acc:MGI:88474]
Ngfr	ENSMUST00000000122.7	8.92636356867567e-12	3.17095118334127e-10	-4.93883755324766	0.723869247333375	6.43958052412642	6.59026188258763	0.0366979103188122	1.53526215138615	0.106388075331926	1.53526215138615	nerve growth factor receptor (TNFR superfamily, member 16) [Source:MGI Symbol;Acc:MGI:97323]
Ccl2	ENSMUST00000000193.6	0.000652105442974704	0.00344381352985596	2.40488345686192	0.705459140627261	1.60955359633617	3.10647374952629	0.105889674913306	1.08197849105936	1.38712812237036	1.38712812237036	chemokine (C-C motif) ligand 2 [Source:MGI Symbol;Acc:MGI:98259]
Hddc2	ENSMUST00000000304.14	0.000240135368699894	0.0014730462347095	0.659343392937052	0.179532504282801	6.56013927168171	0.141559973849705	0.00234845334692743	0.038935496503803	0.0943473069352346	0.0943473069352346	HD domain containing 2 [Source:MGI Symbol;Acc:MGI:1916942]
Tpd52l1	ENSMUST00000000305.7	7.95775383847818e-08	1.25857066794992e-06	3.93003119624628	0.732110614178194	1.69200565997781	6.4906883309162	0.0830309286805424	1.52492692549657	1.42433924453087	1.52492692549657	tumor protein D52-like 1 [Source:MGI Symbol;Acc:MGI:1298386]
Ckmt1	ENSMUST00000000317.13	5.45506173605088e-223	4.96083314276467e-219	-3.43834953498477	0.107860931418444	7.8752722284261	1.82342778644208	0.00120156095605489	0.00231973516541005	0.0337003806233081	0.0337003806233081	creatine kinase, mitochondrial 1, ubiquitous [Source:MGI Symbol;Acc:MGI:99441]
Rtca	ENSMUST00000000348.15	0.000372489947709574	0.00214190552290285	-0.806059512303615	0.226494725393194	6.12051875008932	0.22035473089436	0.0059511717073812	0.0664164620763277	0.147948410185435	0.147948410185435	RNA 3'-terminal phosphate cyclase [Source:MGI Symbol;Acc:MGI:1913618]
Dbt	ENSMUST00000000349.11	0.000713463219317025	0.00370968239935336	-2.57635027783457	0.761253510304088	2.56604856441322	3.80461163331504	0.0794710385159733	0.774375771034711	1.65904968233491	1.65904968233491	dihydrolipoamide branched chain transacylase E2 [Source:MGI Symbol;Acc:MGI:105386]
Sema4f	ENSMUST00000000641.15	0.000489319247564735	0.00270426571701835	-0.872262461177995	0.250180243036884	5.97812327677915	0.288182280515693	0.00360247788996484	0.184167984128019	0.172810255026738	0.184167984128019	sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain [Source:MGI Symbol;Acc:MGI:1340055]
Hk2	ENSMUST00000000642.11	6.63191515758266e-09	1.33726466614316e-07	-4.4355718825071	0.764755183825527	2.44886626216689	5.20914252504676	0.1072631303081	0.841637970324293	1.64728834325595	1.64728834325595	hexokinase 2 [Source:MGI Symbol;Acc:MGI:1315197]
Rpa1	ENSMUST00000000767.6	6.20462200400765e-05	0.000465534915145532	-2.37887456999615	0.593992415059736	4.87066214398363	3.08455817873214	0.1700004029592	0.888480564486292	0.638833510555458	0.888480564486292	replication protein A1 [Source:MGI Symbol;Acc:MGI:1915525]
Slc5a5	ENSMUST00000000809.3	4.29135653176392e-11	1.35281257989979e-09	-4.90131532196936	0.743338439293822	3.68593006568062	8.78558602886665	0.0260117016071647	1.63164440438816	1.52880753696207	1.63164440438816	solute carrier family 5 (sodium iodide symporter), member 5 [Source:MGI Symbol;Acc:MGI:2149330]
E2f1	ENSMUST00000000894.6	8.31115148015502e-05	0.00059513079968921	-3.63883185294626	0.924677093621438	2.75244432227042	7.71712275207689	0.0150111634775829	2.55007201892699	1.66630264118753	2.55007201892699	E2F transcription factor 1 [Source:MGI Symbol;Acc:MGI:101941]
Necab3	ENSMUST00000000895.13	5.45531366015312e-16	3.86074882688191e-14	-5.03706075304263	0.621790102853804	5.63105919050506	5.90991001759541	0.101353369046815	1.05851542697402	0.26528355195381	1.05851542697402	N-terminal EF-hand calcium binding protein 3 [Source:MGI Symbol;Acc:MGI:1861721]
Gnb1l	ENSMUST00000000904.15	0.000199133758490176	0.00125933407490241	2.55634958620529	0.687169897943508	1.58729157671399	3.69470634005995	0.0398982190880644	0.785984703644387	1.37670918683101	1.37670918683101	guanine nucleotide binding protein (G protein), beta polypeptide 1-like [Source:MGI Symbol;Acc:MGI:1338057]
Top1mt	ENSMUST00000000958.9	5.39078838839627e-06	5.51139174863133e-05	-3.98353953650811	0.875700496359788	3.17309551481381	6.41055685211448	0.0297470603726105	2.27080701760173	1.6593206091867	2.27080701760173	DNA topoisomerase 1, mitochondrial [Source:MGI Symbol;Acc:MGI:1920210]
Slc7a7	ENSMUST00000000984.9	8.46465283949327e-14	4.44956953308392e-12	2.96308186961021	0.397042272757205	5.87093710411227	2.04154798186059	0.12958615525369	0.343341543814932	0.19621831183613	0.343341543814932	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7 [Source:MGI Symbol;Acc:MGI:1337120]
S100a6	ENSMUST00000001051.9	2.01199819773612e-26	3.29677686670491e-24	1.01128339624028	0.0950752214062005	8.61178128588124	0.365855210582905	0.000318055248392342	0.00894441200415563	0.0267998379279218	0.0267998379279218	S100 calcium binding protein A6 (calcyclin) [Source:MGI Symbol;Acc:MGI:1339467]
Pcbp3	ENSMUST00000001148.11	1.78593948288321e-08	3.28193414143852e-07	-6.09955125330346	1.08310285311391	3.64199605829418	9.39140481949529	0.213830569606619	3.30550480166388	1.5451406590224	3.30550480166388	poly(rC) binding protein 3 [Source:MGI Symbol;Acc:MGI:1890470]
