external_gene_name	target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	description
Cox5a	ENSMUST00000000090.8	3.68900140801519e-11	1.81830779428131e-09	0.859186908772875	0.129863844086976	6.55023658714174	0.50122662289452	0.00410603244636444	0.0970816755599136	0.0952724140497283	0.0970816755599136	cytochrome c oxidase subunit 5A [Source:MGI Symbol;Acc:MGI:88474]
Cntn1	ENSMUST00000000109.11	0.00226687608853128	0.00888576342633771	-2.58307212883267	0.846121339237355	2.80895821719288	11.6963012653889	1.15908441730098	3.1364435069759	1.66621153749083	3.1364435069759	contactin 1 [Source:MGI Symbol;Acc:MGI:105980]
Ccnd2	ENSMUST00000000188.12	1.13759435988306e-08	2.90597840134172e-07	3.08826374952321	0.540963206614124	2.20008086668085	3.77644796037096	0.156064059231377	0.758131242711119	1.59978308623003	1.59978308623003	cyclin D2 [Source:MGI Symbol;Acc:MGI:88314]
Ccl2	ENSMUST00000000193.6	0.000106246008176675	0.000728383866082687	1.93341754897902	0.498834942187571	1.60955359633617	3.10647374952629	0.105889674913306	1.08197849105936	1.38712812237036	1.38712812237036	chemokine (C-C motif) ligand 2 [Source:MGI Symbol;Acc:MGI:98259]
Nalcn	ENSMUST00000000201.7	0.000442594726164682	0.00234281515700909	1.47748788946519	0.420542580311399	4.47334308657942	1.54683637671419	0.0794519330404004	0.596861772173938	0.981684438089416	0.981684438089416	sodium leak channel, non-selective [Source:MGI Symbol;Acc:MGI:2444306]
Th	ENSMUST00000000219.10	1.52820562331938e-09	4.93694562645343e-08	2.77129356169805	0.458720148334895	4.97783051808848	9.07606888803207	0.38635229051848	0.876192756411846	0.570222510368927	0.876192756411846	tyrosine hydroxylase [Source:MGI Symbol;Acc:MGI:98735]
Tpd52l1	ENSMUST00000000305.7	0.000143785685636371	0.000930644696388845	1.96799500723603	0.517680379864049	1.69200565997781	6.4906883309162	0.0830309286805424	1.52492692549657	1.42433924453087	1.52492692549657	tumor protein D52-like 1 [Source:MGI Symbol;Acc:MGI:1298386]
Cdh4	ENSMUST00000000314.13	1.65028571515226e-21	6.25320762233112e-19	4.73403179599047	0.497010773753511	1.76521444405009	7.02956286678899	0.0266688859773039	0.833719271048367	1.45544936938508	1.45544936938508	cadherin 4 [Source:MGI Symbol;Acc:MGI:99218]
Ckmt1	ENSMUST00000000317.13	4.515115313619e-05	0.000356440461798571	-0.311132925189945	0.076269196031079	7.8752722284261	1.82342778644208	0.00120156095605489	0.00231973516541005	0.0337003806233081	0.0337003806233081	creatine kinase, mitochondrial 1, ubiquitous [Source:MGI Symbol;Acc:MGI:99441]
Dbt	ENSMUST00000000349.11	5.33795062946973e-05	0.000408613830171698	2.17485102381804	0.538287519338084	2.56604856441322	3.80461163331504	0.0794710385159733	0.774375771034711	1.65904968233491	1.65904968233491	dihydrolipoamide branched chain transacylase E2 [Source:MGI Symbol;Acc:MGI:105386]
Trappc10	ENSMUST00000000384.8	0.000432064752060665	0.00229844799955524	1.65456671673002	0.470089852720851	4.77166320407109	2.88534140243471	0.0830773085091524	1.24282950927751	0.712736771647344	1.24282950927751	trafficking protein particle complex 10 [Source:MGI Symbol;Acc:MGI:1336209]
Mkrn2	ENSMUST00000000449.9	0.00224674026264624	0.00882204488277415	1.77673516978871	0.581484596729095	4.67017628126809	3.3670500736556	0.114966054116294	1.9137799632829	0.797812406350558	1.9137799632829	makorin, ring finger protein, 2 [Source:MGI Symbol;Acc:MGI:1914277]
Serpinb8	ENSMUST00000000514.11	2.29481772845989e-05	0.000204198360299552	2.19990057892906	0.51956901533975	1.82575140992118	5.21805722859607	0.139977423455908	1.32269311496937	1.4797343467508	1.4797343467508	serine (or cysteine) peptidase inhibitor, clade B, member 8 [Source:MGI Symbol;Acc:MGI:894657]
Chmp1a	ENSMUST00000000759.9	8.54072615226614e-05	0.000604666124007071	0.628789757676202	0.160050446472931	6.11883705361284	0.228121269140952	0.00548540031350447	0.140532900602483	0.148211472183602	0.148211472183602	charged multivesicular body protein 1A [Source:MGI Symbol;Acc:MGI:1920159]
