external_gene_name	target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	description
Cox5a	ENSMUST00000000090.8	0.000211477314164439	0.00427847540603206	0.859186908772875	0.231905797576298	6.55023658714174	0.50122662289452	0.00410603244636444	0.318575761250628	0.233181087077421	0.318575761250628	cytochrome c oxidase subunit 5A [Source:MGI Symbol;Acc:MGI:88474]
Ccnd2	ENSMUST00000000188.12	0.000157067434713178	0.00342535072249793	3.08826374952321	0.817082979026726	2.20008086668085	3.77644796037096	0.156064059231377	1.19093890298759	3.84968350845976	3.84968350845976	cyclin D2 [Source:MGI Symbol;Acc:MGI:88314]
Cdh4	ENSMUST00000000314.13	9.75135644760646e-10	2.72857955490871e-07	4.73403179599047	0.774366203859107	1.76521444405009	7.02956286678899	0.0266688859773039	1.21031309872516	3.57118922009768	3.57118922009768	cadherin 4 [Source:MGI Symbol;Acc:MGI:99218]
E2f1	ENSMUST00000000894.6	3.83481772056651e-05	0.00118016353133103	3.58804228188221	0.871473581365256	2.75244432227042	7.71712275207689	0.0150111634775829	4.54178605462793	3.87476050077989	4.54178605462793	E2F transcription factor 1 [Source:MGI Symbol;Acc:MGI:101941]
Rmnd5b	ENSMUST00000001081.10	0.000519951070853971	0.00811748504437083	3.07829405147301	0.887049486256714	3.05029994288091	4.42480789813277	0.941535767182662	1.10006496250138	3.77960497922715	3.77960497922715	required for meiotic nuclear division 5 homolog B [Source:MGI Symbol;Acc:MGI:1913339]
Col1a1	ENSMUST00000001547.8	0.00039281481039084	0.00657874380422523	2.58941766877366	0.730470119081278	3.80425727760193	4.30915593557036	0.029819967523546	2.64654745692987	3.17169960170015	3.17169960170015	collagen, type I, alpha 1 [Source:MGI Symbol;Acc:MGI:88467]
Ifrd1	ENSMUST00000001672.12	0.000362934742943738	0.00623329282781936	2.92091138322284	0.819177176887945	2.51576557377995	4.32582657938911	0.11556682061173	2.0800546100294	3.91074066219289	3.91074066219289	interferon-related developmental regulator 1 [Source:MGI Symbol;Acc:MGI:1316717]
Taco1	ENSMUST00000002048.8	2.00537377350833e-07	2.08045829958457e-05	4.21571452368568	0.810895416144216	2.49381550013604	6.3700564179342	0.0341790434034498	1.7784484084693	3.91112921213876	3.91112921213876	translational activator of mitochondrially encoded cytochrome c oxidase I [Source:MGI Symbol;Acc:MGI:1917457]
Supt6	ENSMUST00000002121.5	0.000214678207060649	0.00431921153763172	0.963086617843084	0.26021726261379	6.18644636712947	0.63057974510534	0.0206578581681687	0.385620284405115	0.32595650512818	0.385620284405115	SPT6, histone chaperone and transcription elongation factor [Source:MGI Symbol;Acc:MGI:107726]
Unc119	ENSMUST00000002127.14	0.000343696247227714	0.00605144951072377	3.5713437952014	0.997603687399975	4.59343902319043	9.0389178469649	0.110236472897266	5.86104222978689	1.8347714179309	5.86104222978689	unc-119 lipid binding chaperone [Source:MGI Symbol;Acc:MGI:1328357]
Akap8	ENSMUST00000002699.7	6.32438405591243e-06	0.000298773758984247	3.59654676584562	0.796534272437903	3.36035596081191	6.58058745663507	0.202903535958511	3.14903372172872	3.60389754705057	3.60389754705057	A kinase (PRKA) anchor protein 8 [Source:MGI Symbol;Acc:MGI:1928488]
Lipe	ENSMUST00000003207.11	1.71650458895447e-06	0.000113526492596014	1.52143808940665	0.318011565983051	8.81864570632632	1.18426009410657	0.000564033666921544	0.606224102927034	0.0765463361198424	0.606224102927034	lipase, hormone sensitive [Source:MGI Symbol;Acc:MGI:96790]
Lin7b	ENSMUST00000003971.10	5.16080137715046e-05	0.00145979246419304	3.19544407716661	0.789344918639347	1.75089554689861	5.92442322634468	0.179920332686762	3.22901408113745	3.55847207080378	3.55847207080378	lin-7 homolog B, crumbs cell polarity complex component [Source:MGI Symbol;Acc:MGI:1330858]
Col5a3	ENSMUST00000004201.8	0.00011028379044679	0.00264347468517275	3.09773791068502	0.801116532427827	2.04457201582202	4.13774884961086	0.0770842501020323	1.63165859359245	3.77364194107308	3.77364194107308	collagen, type V, alpha 3 [Source:MGI Symbol;Acc:MGI:1858212]
Dnmt1	ENSMUST00000004202.17	8.39298288990119e-08	1.03844607347975e-05	4.3303736923545	0.80813627207776	2.33361709768726	6.14398427747046	0.0246814038866947	1.28435589107716	3.89382400159974	3.89382400159974	DNA methyltransferase (cytosine-5) 1 [Source:MGI Symbol;Acc:MGI:94912]
