target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
ENSMUST00000093369.5	2.39235245288985e-213	4.35121064131606e-209	4.56650633057007	0.146484030021633	7.92231474814357	3.84183782455101	0.000865423343884572	0.0635072898102514	0.0329146036867678	0.0635072898102514
ENSMUST00000128757.8	2.2737481260612e-89	2.06774654584006e-85	2.59591113856091	0.129510157401001	7.36204578355962	1.09747805633115	0.00364226528031182	0.00380513133291458	0.0466763773297841	0.0466763773297841
ENSMUST00000102840.5	1.39917577646199e-81	8.48273634076354e-78	-2.4282977772157	0.126931341501598	7.37775787959765	1.24166438070287	0.00219985393301047	0.0325085555025911	0.0461348424331753	0.0461348424331753
ENSMUST00000061739.9	3.57336680826776e-74	1.3914726037948e-70	2.02422391919214	0.111098244407042	8.12517872478967	5.18397750968034	0.00269966998448123	0.0343287897464992	0.0301308280797537	0.0343287897464992
ENSMUST00000092956.4	3.82524907574994e-74	1.3914726037948e-70	-2.96241124585804	0.162623331451701	6.78923392804546	1.61640474901993	0.00359733071498093	0.0640135028646972	0.0757417130823681	0.0757417130823681
ENSMUST00000075774.5	8.15836040352953e-67	2.35000523608747e-63	-1.6401170039831	0.0949787801810225	8.75181094308799	0.657843906715894	0.000467303501060713	0.0163014841077867	0.0265956025529642	0.0265956025529642
ENSMUST00000030636.11	9.04444504762058e-67	2.35000523608747e-63	-1.66757042564438	0.0966018985510592	9.1443691937888	0.506289935827268	0.000271222774046362	0.0235269398147598	0.027724557636961	0.027724557636961
ENSMUST00000022639.8	5.96193547288171e-66	1.35544602975966e-62	2.12507869031508	0.123889126349044	9.75036577064368	0.681284135170171	0.00010538852285773	0.0459401583597307	0.0351500560306613	0.0459401583597307
ENSMUST00000022638.6	1.77351027004755e-65	3.58406719906942e-62	3.38155460559992	0.197871939836979	9.22082254421885	1.66686788148238	0.000209557442062389	0.117250356282485	0.0282487362665906	0.117250356282485
ENSMUST00000048687.11	7.60053248060813e-63	1.38238484757301e-59	-2.16528527050026	0.129406110173044	7.31695287936053	1.1644528786705	0.00194586804195341	0.034848931053974	0.0482919560084005	0.0482919560084005
ENSMUST00000027863.13	2.19048000914948e-60	3.62185912785552e-57	1.54916900959677	0.0945090698981991	8.78092448406918	0.443647700124654	0.000202968388399523	0.0265195769985029	0.0265929244906685	0.0265929244906685
ENSMUST00000069184.9	2.57307236585595e-60	3.899920015849e-57	-2.0787982979322	0.126895562900175	8.57990667923387	0.899742540286879	0.00349895832421409	0.0448084933270431	0.0268909875111707	0.0448084933270431
ENSMUST00000034983.7	3.22724967305722e-57	4.5151705425819e-54	-2.32935415565988	0.146112356111285	7.41544168477821	0.889082997945598	0.0020058695745974	0.0620405922505754	0.0448794782191572	0.0620405922505754
ENSMUST00000057043.10	1.0429983006884e-54	1.35500379235147e-51	-2.74521333107585	0.176234783593565	6.81464947037316	1.70223516796571	0.00383203838254821	0.0893440584622642	0.0739760779800286	0.0893440584622642
ENSMUST00000033133.12	5.27368358306037e-54	6.39451713391347e-51	-2.65062441151152	0.171305733423897	8.66012861807052	1.30549233002759	0.000511936683729452	0.0875250262279681	0.0266933605151298	0.0875250262279681
ENSMUST00000032492.9	2.23413080399626e-53	2.53964819144274e-50	-4.45389069131676	0.289592314293946	8.06201701261515	6.3659720633002	0.0208925019982657	0.230698623496105	0.0308978009954259	0.230698623496105
ENSMUST00000114763.3	5.35564237650076e-51	5.72990726728211e-48	1.43569662449211	0.095579784815582	9.05697794027617	0.434728803767261	0.000155257989149764	0.0129459005130117	0.0272512278070291	0.0272512278070291
