target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
ENSMUST00000032906.11	3.60212711231858e-195	6.55154879188503e-191	7.02645766193433	0.235765651596616	6.8063253494494	10.5483739125249	0.0922079244697058	0.012211098492109	0.0745484029486246	0.0745484029486246
ENSMUST00000093369.5	6.70297053784687e-123	6.09568140711794e-119	3.45359255913638	0.146484030021633	7.92231474814357	3.84183782455101	0.000865423343884572	0.0635072898102514	0.0329146036867678	0.0635072898102514
ENSMUST00000223812.2	5.65898835841148e-64	3.4308560087596e-60	-2.17325463630422	0.128697989930511	10.2626366401632	1.62810999840312	0.000286561273487205	0.0150534469101576	0.0494029565629747	0.0494029565629747
ENSMUST00000167246.2	1.38223578584736e-62	6.28502611824795e-59	-8.05581403119548	0.482475757807766	4.94940162221548	11.2073006392929	0.111127386877145	-0.102859672204919	0.58722118373939	0.58722118373939
ENSMUST00000114763.3	9.96709150519169e-54	3.62562920592853e-50	1.47499096270365	0.095579784815582	9.05697794027617	0.434728803767261	0.000155257989149764	0.0129459005130117	0.0272512278070291	0.0272512278070291
ENSMUST00000049972.6	5.74811608469247e-53	1.74244558913978e-49	7.44110463884486	0.485757606437047	4.86070328965782	8.83492005770825	0.0620562109636193	0.420950254923952	0.645825145670726	0.645825145670726
ENSMUST00000151137.8	3.31972874714442e-48	8.62560377900896e-45	-7.04003492944239	0.482571201024428	5.02286489009701	7.96896584617543	0.153698541600216	0.265231060020803	0.544926350574262	0.544926350574262
ENSMUST00000069184.9	5.44673461540117e-45	1.23831511481146e-41	-1.78599515071707	0.126895562900175	8.57990667923387	0.899742540286879	0.00349895832421409	0.0448084933270431	0.0268909875111707	0.0448084933270431
ENSMUST00000073892.6	2.18056497688209e-43	4.40667953328128e-40	5.05215080720121	0.36580003807495	5.70210000781654	7.81346114174429	0.159116126276129	0.0691023657351267	0.242312877290775	0.242312877290775
ENSMUST00000029885.5	5.24858252309346e-43	9.54612189300238e-40	-1.62571622926466	0.118252637798768	7.73233380240294	0.404699759903902	0.0012867813322907	0.0406642777068092	0.0364526364599063	0.0406642777068092
ENSMUST00000144249.2	2.21527017777563e-41	3.66284854485302e-38	2.64659723506662	0.196417919932399	6.37401571216936	1.09127868884005	0.00204168890976016	0.074337697318805	0.113698308901951	0.113698308901951
ENSMUST00000064054.14	3.33152728849275e-40	4.66106294793124e-37	-1.45574123777866	0.109678993537618	7.81238134435192	0.292569493672483	0.00124709256563711	0.0122227706782704	0.0348413523046372	0.0348413523046372
ENSMUST00000036387.8	3.23279948882203e-40	4.66106294793124e-37	5.14132560767405	0.387293890936888	7.11505993482551	7.78660536219461	0.00878085309466599	0.441208820776436	0.0567592005560882	0.441208820776436
ENSMUST00000070181.7	1.84761780767732e-38	2.40031947757393e-35	-2.93975377812834	0.226685297382756	6.13249972538512	1.51333373784464	0.00806945656787125	0.0284184659519002	0.146089215580655	0.146089215580655
ENSMUST00000111332.2	7.68392882292854e-37	9.01610783619532e-34	4.87134442685481	0.384191163468609	5.35304107462315	7.53249926206702	0.0667148746376244	0.295120726672308	0.376093675624467	0.376093675624467
ENSMUST00000178884.8	7.93147819326617e-37	9.01610783619532e-34	-4.31098784909397	0.340063861730488	5.49962797170502	4.64395169945606	0.0333824328734224	0.0466332809514027	0.313547857291734	0.313547857291734
ENSMUST00000040380.13	1.16423024252551e-35	1.24558939123847e-32	-1.90691569236502	0.152986247462629	7.20749481278971	0.616376201376547	0.0175969356423479	-0.000320885519665866	0.0526174400957426	0.0526174400957426
ENSMUST00000213158.2	1.20788697307682e-33	1.22050268146228e-30	-1.93142723036498	0.159767699064827	8.56516522942452	1.38056625630316	0.0155374061823262	0.0610397468110815	0.0269388147888	0.0610397468110815
ENSMUST00000105499.2	2.88089330514397e-33	2.75777302283992e-30	-7.18480019140407	0.59786931736633	4.3924248449164	9.24037231306052	0.012292052378763	0.0509323960970549	1.06005110956548	1.06005110956548
ENSMUST00000202783.2	7.71786525509025e-33	7.01862666297907e-30	1.2505261764127	0.10477259141433	7.95584252775893	0.243974513822942	0.000543496501864525	0.0045711076282423	0.032388391233158	0.032388391233158
ENSMUST00000058845.9	9.58293847627574e-33	8.29973738126205e-30	3.63561946408206	0.305063054372136	6.4711922653912	2.41630894359635	0.00668454358835838	0.272505857840212	0.103061804593312	0.272505857840212
