target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
ENSMUST00000082402.1	0	0	-0.618290620494467	0.0164570001399645	8.84285467032635	0.195181469005017	0.000340066115315192	4.50929901282186e-06	6.61831650949929e-05	6.61831650949929e-05
ENSMUST00000045356.9	0	0	-1.92185219144329	0.0112182205119819	9.57907738474075	0.917111685697733	9.47912722919932e-05	9.39814348911852e-05	8.63368371370556e-05	9.39814348911852e-05
ENSMUST00000067778.8	0	0	5.52446564261597	0.110946787102877	5.65276700329909	6.76193379409007	0.00751903758893954	-0.00495684273016963	0.0109447467637372	0.0109447467637372
ENSMUST00000145518.8	0	0	-2.17965336071473	0.0438231881561595	6.95497523842705	1.12088103358139	0.00190781954462807	-8.60555025809181e-05	0.000972888185627169	0.000972888185627169
ENSMUST00000199478.2	0	0	-2.04152956617053	0.0524661218101578	7.82419123663632	1.39842584728778	0.00393188639777271	-0.00197087876237674	0.00019715450892476	0.00019715450892476
ENSMUST00000021479.6	0	0	-1.87893379936269	0.04142660586861	7.97142791720347	0.568782667557951	0.00130598068666497	0.00126826482402476	0.000155967176654308	0.00126826482402476
ENSMUST00000008826.14	0	0	-0.477159404966525	0.01210388591355	10.0313488694782	0.0831413406153851	6.65391214069149e-05	-4.30282863957468e-05	0.000153216959905438	0.000153216959905438
ENSMUST00000042235.15	0	0	-0.493973114972149	0.011699725037972	9.56578602698047	0.166534542371553	0.000120092533792332	-5.64769250307667e-06	8.5232815153893e-05	8.5232815153893e-05
ENSMUST00000060904.11	0	0	-1.21323895461839	0.0278965192114806	7.43171974054194	0.181435318700559	0.000773688208132349	-0.000120249061272967	0.000393635468042406	0.000393635468042406
ENSMUST00000155986.2	0	0	-0.777887128117826	0.01346765648097	9.73999744601143	0.0824683587000548	0.000169159648976542	-8.81535975162787e-05	0.000102907007657576	0.000102907007657576
ENSMUST00000176041.8	0	0	-1.54248812967138	0.0408630052586516	6.94922313209703	0.399354083684841	0.0015209694557427	0.000819798920173802	0.000983708342410192	0.000983708342410192
ENSMUST00000239021.2	0	0	6.43312649238181	0.154460332848689	5.09587336972001	5.07601800147828	0.0043268149868858	-0.00184882702138266	0.0314601766487057	0.0314601766487057
ENSMUST00000140969.2	0	0	-0.754046002098855	0.0114091355408208	9.85832468902068	0.297220695394725	7.56429033827087e-05	6.10195653364815e-05	0.000119609657300522	0.000119609657300522
ENSMUST00000170135.2	0	0	-0.874042040040865	0.0123336172699971	10.1392141754869	0.281905577360271	4.68497058882063e-05	4.22935962082299e-06	0.000181327466555949	0.000181327466555949
ENSMUST00000226342.3	0	0	-1.08794985027252	0.0236944320567857	7.89925872528598	0.87153336483379	0.000667569133382661	-0.000151013016168684	0.000174570032357787	0.000174570032357787
ENSMUST00000134751.8	0	0	-0.884612899502236	0.0211674824346338	8.06731908286205	0.203418351899983	0.000536829545787842	-9.57227685105281e-05	0.000135263923142953	0.000135263923142953
ENSMUST00000145315.2	0	0	-1.03806490361269	0.0243661485387108	7.90194340578555	0.245155723030979	0.000716737553558469	-0.000178780003999361	0.000173826238357308	0.000173826238357308
ENSMUST00000221656.2	0	0	-1.71251972148289	0.0130962529200621	10.0986021417495	1.2618195069901	8.72761421502559e-05	-2.07354414597589e-05	0.000169991618669095	0.000169991618669095
ENSMUST00000115230.2	0	0	5.31755421158926	0.101876105437964	5.57935410296286	7.8811254326636	0.00297642863636087	0.000622021685563791	0.0125916826524499	0.0125916826524499
ENSMUST00000159685.2	0	0	-1.00846683564864	0.0262176145647843	7.6222522304756	0.528878425935006	0.000752373495031663	2.10033601188633e-05	0.00027867147516972	0.00027867147516972
ENSMUST00000014220.15	0	0	-1.38574995756426	0.0336502134703473	7.08942558335158	0.251419743414526	0.000946983922622921	7.16413135608189e-05	0.00075152137727699	0.00075152137727699
ENSMUST00000049385.14	0	0	-0.804533596586306	0.0119440407172205	9.28736129508426	0.109862602139898	0.00014460276024399	1.74160387326315e-05	6.9387402737941e-05	6.9387402737941e-05
ENSMUST00000033519.3	0	0	-1.4283653435645	0.034221271610872	8.2168678459071	0.653196016673925	0.000781150811204402	0.000975492334793205	0.000110410720572425	0.000975492334793205
ENSMUST00000070198.14	0	0	1.22682848940682	0.0323758004180735	7.67079136654965	0.714010965372915	0.00131641767080527	-0.000859278157395628	0.000255871008261124	0.000255871008261124
ENSMUST00000061437.5	0	0	7.18605086750026	0.188080709591392	5.09965665645076	5.33070050808923	0.0218113034805213	-0.0114412562908144	0.0312502265000809	0.0312502265000809
ENSMUST00000071462.7	0	0	-1.09743086250262	0.0264868206129872	8.31025798920718	0.228567896980188	0.000953747939321159	-0.000226448263523051	9.85795599556851e-05	9.85795599556851e-05
ENSMUST00000045887.9	0	0	-0.889343819474838	0.0163226465420501	8.62414233034285	0.125596236368851	0.000282249698659256	0.000117393486545795	7.37121574622236e-05	0.000117393486545795
ENSMUST00000002599.11	0	0	-6.71484760749737	0.117405864878735	5.43264276935417	5.69149775190788	0.00394018420639565	-0.00229298238373512	0.0167360214554899	0.0167360214554899
ENSMUST00000138549.8	0	0	-1.14277206688884	0.0255314176751253	7.71313000516647	0.622010170180569	0.000740018272131346	-0.000247987425649479	0.000237761660621207	0.000237761660621207
ENSMUST00000030636.11	0	0	-0.647167964491184	0.0149874505121328	9.1443691937888	0.506289935827268	0.000271222774046362	-5.17399729562883e-05	6.57127352340844e-05	6.57127352340844e-05
