target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
ENSMUST00000082392.1	0	0	-1.22863657920754	0.0223271737053891	7.97802717988195	0.266978882785903	0.000593350770962418	-0.00027169862332928	0.000154403257543511	0.000154403257543511
ENSMUST00000082402.1	0	0	-1.46223902788373	0.0164570001399645	8.84285467032635	0.195181469005017	0.000340066115315192	4.50929901282186e-06	6.61831650949929e-05	6.61831650949929e-05
ENSMUST00000082407.1	0	0	-1.49568152400422	0.0147024603236591	9.0117053180463	0.339642714896595	0.000259664573850373	-0.000111340220898358	6.4578935502784e-05	6.4578935502784e-05
ENSMUST00000082414.1	0	0	-1.99591547099428	0.0334308420715058	7.34253255238112	0.427807592042053	0.00121167718856319	-0.000574672085211562	0.000464754613851754	0.000464754613851754
ENSMUST00000082418.1	0	0	-1.54905443772368	0.0359167615739001	7.05647268678633	0.28466127554817	0.00113448408637479	7.36927337752044e-05	0.000800536556559793	0.000800536556559793
ENSMUST00000082421.1	0	0	-1.58732323475191	0.0249426719178506	7.90687827781765	0.344961568950448	0.000760735409784588	-0.000129051223109454	0.000172469913817714	0.000172469913817714
ENSMUST00000078124.8	0	0	-0.904393790153924	0.0193855519221017	8.07157451748824	0.0702648292024466	0.000429259686784047	-8.6231184717292e-06	0.000134439748202707	0.000134439748202707
ENSMUST00000114763.3	0	0	-1.6250408425325	0.0121102320213903	9.05697794027617	0.434728803767261	0.000155257989149764	6.2814185648845e-05	6.47285902680959e-05	6.47285902680959e-05
ENSMUST00000202783.2	0	0	-0.855229541992163	0.0216524821368202	7.95584252775893	0.243974513822942	0.000543496501864525	-0.00027209458219061	0.000159748472163454	0.000159748472163454
ENSMUST00000067778.8	0	0	6.46762734651061	0.110946787102877	5.65276700329909	6.76193379409007	0.00751903758893954	-0.00495684273016963	0.0109447467637372	0.0109447467637372
ENSMUST00000001304.9	0	0	-1.36067804785309	0.0136875903348076	8.71218682823418	0.34485918153441	0.000211145579825987	-6.12228137363407e-05	6.98796139342908e-05	6.98796139342908e-05
ENSMUST00000053016.10	0	0	1.09849419533726	0.0277817064500233	7.7334730065261	0.283264171227491	0.000928127066555028	0.000168438410611143	0.000229607753357874	0.000229607753357874
ENSMUST00000006027.7	0	0	-0.473646693350804	0.0114968648246049	9.18995862255768	0.0862874816751205	0.000113459073302459	8.48077778903985e-05	6.65980222655286e-05	8.48077778903985e-05
ENSMUST00000064762.6	0	0	-1.53536626350114	0.0121532743014417	9.4728616977036	0.438707578240568	0.000143071204146339	-7.25255389430809e-05	7.84819102227853e-05	7.84819102227853e-05
ENSMUST00000050584.10	0	0	-1.95033742906395	0.0393790778104396	7.78470352713479	0.998199831183764	0.00211553486949375	-0.000659991590034589	0.000210532784307236	0.000210532784307236
ENSMUST00000022616.14	0	0	-3.06500691764075	0.0554270786263509	6.61819337294895	1.15983180218984	0.00275229908977513	-0.000483155526508483	0.0018559424778024	0.0018559424778024
ENSMUST00000163516.9	0	0	3.46349951758263	0.0882930735093483	6.30655394165672	1.60294025023462	0.00835354993301463	3.63835867971257e-05	0.00333995031157615	0.00333995031157615
